"index","Data","Hora","PRECIPITACIO TOTAL, HORARIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)","PRESSIO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB)","PRESSIO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB)","RADIACAO GLOBAL (Kj/m)","TEMPERATURA DO AR - BULBO SECO, HORARIA (C)","TEMPERATURA DO PONTO DE ORVALHO (C)","TEMPERATURA MAXIMA NA HORA ANT. (AUT) (C)","TEMPERATURA MINIMA NA HORA ANT. (AUT) (C)","TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (C)","TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (C)","UMIDADE REL. MAX. NA HORA ANT. (AUT) (%)","UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)","UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIRECCIO HORARIA (gr) ( (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)","region","state","station","station_code","latitude","longitude","height"
171367,2021-03-02,07:00:00,0,1001.6,1001.6,1001.4,0,24.6,23.6,24.6,24.3,23.8,23.5,95,94,94,91,3.8,1.4,24.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171373,2021-03-02,13:00:00,0,1005.2,1005.2,1004.4,373,24.7,22,24.8,23.9,23.1,21.7,93,83,85,58,1.6,0.8,24.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171379,2021-03-02,19:00:00,0,1001.3,1001.8,1001.3,1686,29.1,22,31.7,29.1,23.3,20.4,67,53,66,210,5,1.5,30.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171385,2021-03-03,01:00:00,0,1005.6,1005.6,1004.8,0,24,23,24,23.4,23.1,22.5,95,94,94,72,4.1,1.4,23.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171391,2021-03-03,07:00:00,0,1004.8,1005.1,1004.8,0,23.2,22.3,23.3,23.1,22.4,22.2,95,95,95,73,2,0.7,23.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171397,2021-03-03,13:00:00,0.4,1008.3,1008.3,1007.3,563,24.6,22.9,24.6,23.8,23,22.4,93,90,90,46,2.9,0.8,24.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171403,2021-03-03,19:00:00,1,1004.8,1005,1004.7,297,24.4,22.8,27.1,24.4,23.6,22.1,91,75,91,72,8.2,3.3,25.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171409,2021-03-04,01:00:00,0,1005.5,1005.5,1004.7,0,23.4,22.4,23.7,23.3,22.4,22.3,94,92,94,49,1.5,0.6,23.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171415,2021-03-04,07:00:00,0,1005.5,1005.9,1005.5,0,23.8,22.6,23.9,23.2,22.8,22.4,95,93,93,76,1.8,0.6,23.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171421,2021-03-04,13:00:00,0,1008.3,1008.3,1007.8,748,25.7,22.7,26.3,25.3,23.3,22.2,88,80,83,99,3.3,1.4,25.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171427,2021-03-04,19:00:00,0,1003.9,1004.5,1003.9,2224,27.8,22.5,28.3,26.3,23.8,21.7,82,69,73,57,4.8,2.1,27.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171433,2021-03-05,01:00:00,0,1004.4,1004.4,1003.4,0,24.8,23.3,25.5,24.8,23.3,22.8,91,86,91,333,1.3,0.3,25.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171439,2021-03-05,07:00:00,0,1003.5,1004.4,1003.5,0,24.1,23.2,24.3,24.1,23.3,23.1,94,94,94,48,0.8,0.2,24.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171445,2021-03-05,13:00:00,0,1006.5,1006.5,1006.2,1070,28.7,23.8,28.7,26.9,24.8,23.5,86,74,75,230,2.8,0.9,27.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171451,2021-03-05,19:00:00,0,1002.5,1003.7,1002.2,519,26.9,23,27.8,26.8,23.3,21.5,80,69,79,101,4.8,1.8,27.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171457,2021-03-06,01:00:00,0,1004.6,1004.6,1003.8,0,25.3,23.7,25.5,25.3,23.8,23.5,91,89,91,87,2.9,0.7,25.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171463,2021-03-06,07:00:00,0,1003.6,1004,1003.5,0,24.3,23.4,24.6,24.3,23.6,23.4,95,94,95,339,1.1,0.6,24.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171469,2021-03-06,13:00:00,0,1007.2,1007.2,1006.5,1036,27.5,22.9,28.5,26.3,24.2,22.7,86,73,76,3,1.7,0.7,27.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171475,2021-03-06,19:00:00,0,1003.6,1004.8,1003.6,506,24.7,22,24.7,24.5,23,21.7,91,85,85,83,7.5,2.8,24.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171481,2021-03-07,01:00:00,0,1004.7,1004.7,1003.7,0,24.7,22.7,24.8,24.7,22.7,22.2,89,86,89,104,4.1,0.8,24.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171487,2021-03-07,07:00:00,0,1004.1,1004.8,1004.1,0,23.4,22.6,23.4,23.2,22.6,22.4,95,95,95,279,1.3,0.5,23.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171493,2021-03-07,13:00:00,0,1007.7,1007.7,1007,1502,27.5,22.6,28.2,26.1,23.7,22.4,85,74,74,93,4.2,2.3,27.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171499,2021-03-07,19:00:00,0,1001.7,1003.1,1001.7,1661,30.5,21.8,31.5,30.2,23.1,21.8,63,57,60,93,4.8,2.1,30.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171505,2021-03-08,01:00:00,0,1004.1,1004.1,1003,0,26.9,22.7,27.4,26.8,23.1,22.7,80,76,78,76,2.1,0.6,27.1,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171511,2021-03-08,07:00:00,0,1003.5,1003.9,1003.5,0,26.4,23.6,26.4,25.9,23.6,23.1,86,83,84,74,1.6,0.8,26.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171517,2021-03-08,13:00:00,0,1007.2,1007.2,1006.1,675,26.1,23.5,26.4,25.6,23.8,23.2,89,84,85,28,4.6,1.3,26,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171523,2021-03-08,19:00:00,0.8,1004.2,1004.2,1003.6,753,25.3,23.9,26.2,25.2,24.9,23.6,94,90,92,5,3.3,0.8,25.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171529,2021-03-09,01:00:00,0,1005.2,1005.2,1004.2,0,23.9,22.9,24.2,23.8,23.3,22.8,95,94,94,340,2.5,0.5,24,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171535,2021-03-09,07:00:00,0,1004.3,1004.8,1004.3,0,24.7,23.8,24.7,24.4,23.8,23.5,95,95,95,196,2.3,0.9,24.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171541,2021-03-09,13:00:00,0,1006.8,1006.8,1006.3,1002,26.3,23.4,27,25.4,24.6,22.9,88,81,84,191,4.4,1.5,26.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171547,2021-03-09,19:00:00,0,1003.5,1003.9,1003.5,446,24.8,22.1,24.8,24.2,22.7,21.6,91,83,85,66,6.3,1.9,24.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171553,2021-03-10,01:00:00,0,1005.3,1005.3,1004.3,0,22.8,21.4,23,22.7,21.4,21.3,92,91,92,357,2.3,0.4,22.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171559,2021-03-10,07:00:00,0,1004.4,1004.4,1004.3,0,22.7,21.8,22.8,22.6,21.9,21.6,95,94,94,228,1,0.1,22.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171565,2021-03-10,13:00:00,0,1007.2,1007.2,1006.4,832,26.5,23,26.5,24.7,23.3,22.3,88,80,81,6,2.2,0.7,25.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171571,2021-03-10,19:00:00,14.4,1003.5,1003.7,1003.3,141,23.5,22.7,23.5,22.9,22.7,22.1,95,95,95,302,6,0.7,23.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171577,2021-03-11,01:00:00,2.2,1005.9,1005.9,1005,0,23.2,22.3,24.1,23.1,23.1,22.3,95,94,95,321,2.5,0.7,23.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171583,2021-03-11,07:00:00,1,1004.4,1004.5,1004.4,0,23.7,22.7,23.8,23.7,22.9,22.7,95,94,94,115,3.6,1.3,23.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171589,2021-03-11,13:00:00,0.2,1008.3,1008.3,1007.4,586,24.7,22.5,24.7,24.2,23,22.3,92,87,88,102,4.2,2.1,24.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171595,2021-03-11,19:00:00,0.2,1004.6,1006,1004.6,1952,27.3,22.5,27.6,25.7,24,21.6,87,71,75,71,4.5,1.5,26.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171601,2021-03-12,01:00:00,0,1004.7,1004.7,1003.8,0,24,22,24.3,23.8,22.2,21.9,90,87,89,351,1.5,0.4,24.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171607,2021-03-12,07:00:00,0,1005.3,1005.5,1005.3,0,23.5,22.3,23.6,23.4,22.5,22.2,94,93,93,61,2.3,1,23.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171613,2021-03-12,13:00:00,0,1009,1009,1008.5,939,26.3,22.7,26.3,24.7,23.7,22.7,93,81,81,103,4.5,1.9,25.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171619,2021-03-12,19:00:00,0,1002.9,1004.5,1002.9,2834,30.4,20.1,30.7,29.5,21.7,19.1,61,51,54,167,5.3,1.8,30.1,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171625,2021-03-13,01:00:00,0,1005.5,1005.5,1004.8,0,25.6,22.5,26.1,25.5,23.1,22.5,85,80,83,14,2.1,0.5,25.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171631,2021-03-13,07:00:00,0,1005.1,1005.9,1005.1,0,24.5,22.9,24.9,24.5,23,22.8,91,90,90,295,3,1.1,24.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171637,2021-03-13,13:00:00,5.6,1009.2,1009.2,1008.3,72,23.5,22.7,23.6,23.4,22.7,22.6,95,95,95,45,2.5,0.4,23.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171643,2021-03-13,19:00:00,0,1004.2,1005.5,1004.2,2298,30,22.2,30,28.5,22.9,21.3,71,63,63,245,4.2,1.4,29.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171649,2021-03-14,01:00:00,0,1006,1006,1005.5,0,26.4,22.3,26.8,26.3,22.9,22.3,81,77,79,262,2.7,0.7,26.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171655,2021-03-14,07:00:00,0,1004.8,1005.1,1004.7,0,24.7,23.3,24.7,24.4,23.3,23.1,93,92,92,52,2.2,1,24.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171661,2021-03-14,13:00:00,0.2,1008.6,1008.6,1007.9,977,26.4,23.1,26.9,25.3,24.2,23.1,90,81,82,138,1.7,0.7,26.1,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171667,2021-03-14,19:00:00,0.2,1002.7,1003.7,1002.7,1485,30,22.8,31.1,28.9,24.5,21.7,77,62,65,169,3.5,1.2,30,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171673,2021-03-15,01:00:00,0.2,1005.2,1005.2,1004.2,0,25.3,23.4,25.5,24.7,23.8,23.3,92,89,89,128,1.6,0.6,25.1,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171679,2021-03-15,07:00:00,0,1004.9,1005.1,1004.8,0,25.4,23.8,25.5,25.4,23.8,23.4,91,89,91,123,3.1,1.2,25.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171685,2021-03-15,13:00:00,0,1007.4,1007.4,1006.9,1586,28.8,23.9,29.4,27.6,24.6,22.7,81,71,75,60,3.5,1.1,28.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171691,2021-03-15,19:00:00,0,1002.2,1003,1002.2,696,28.1,22.2,28.1,25.8,23.2,22.2,84,70,70,70,4.1,1.6,26.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171697,2021-03-16,01:00:00,0,1004.2,1004.2,1003.8,0,26.6,24.1,27.5,26.6,24.2,23.8,86,81,86,263,2.8,0.9,27.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171703,2021-03-16,07:00:00,0,1003,1003.6,1003,0,25.5,24.3,25.8,25.4,24.6,24.2,94,93,93,232,3.7,1.5,25.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171709,2021-03-16,13:00:00,0,1006.3,1006.3,1006.1,1783,27.9,23.9,28.3,26.8,24.4,22.9,84,76,79,234,4.9,1.5,27.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171715,2021-03-16,19:00:00,0,1001.5,1002.4,1001.5,2394,31.5,21.7,32,30.1,23.6,21.5,64,55,56,68,6.2,2.3,31.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171721,2021-03-17,01:00:00,0,1003.4,1003.4,1002.3,0,26,22.6,26.7,26,23,22.6,83,79,82,42,4.5,1.3,26.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171727,2021-03-17,07:00:00,0,1002.7,1002.8,1002.6,0,24,21.8,24.3,23.8,21.9,21.2,88,84,87,350,1,0.2,24.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171733,2021-03-17,13:00:00,0,1006.2,1006.2,1006,1276,27.5,22.6,28.7,26.4,23.5,22.3,80,70,75,41,3.9,0.8,27.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171739,2021-03-17,19:00:00,0,1000.9,1001.7,1000.9,1649,30.6,23,30.6,28.8,23.5,21.5,68,63,64,41,7,1.2,29.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171745,2021-03-18,01:00:00,0,1003.9,1003.9,1003.1,0,27,24,27.4,27,24.2,23.8,84,81,84,246,3.7,1.9,27.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171751,2021-03-18,07:00:00,11.2,1004,1004.6,1003.9,0,21.6,20.8,21.6,21.3,20.8,20.5,95,95,95,341,5.5,0.7,21.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171757,2021-03-18,13:00:00,0.4,1006.9,1006.9,1006.6,198,23.1,22.3,23.3,22.8,22.5,22,95,95,95,308,2.1,0.7,23.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171763,2021-03-18,19:00:00,0,1004,1005,1004,804,26,23.4,26.4,25.9,24.2,23,89,83,86,256,4.6,1.7,26.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171769,2021-03-19,01:00:00,0,1003.8,1003.8,1003.4,0,23.6,22.7,23.9,23.5,22.7,22.5,95,93,95,218,1.1,0.3,23.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171775,2021-03-19,07:00:00,0,1002.9,1003.2,1002.9,0,23.8,22.9,23.8,23.6,23,22.5,95,94,95,91,0.9,0.4,23.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171781,2021-03-19,13:00:00,0,1006.2,1006.2,1005.7,884,26.1,22.9,26.1,25.4,23.5,22.6,88,82,82,114,3.8,1.7,25.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171787,2021-03-19,19:00:00,12.4,1002,1002.8,1002,439,25.3,24.1,28.2,25,24.4,22,94,73,93,272,5.4,1.3,26.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171793,2021-03-20,01:00:00,0,1003.1,1003.1,1002.4,0,25.7,22.4,26.1,25.7,23.2,22.4,84,82,82,69,3.9,1.8,25.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171799,2021-03-20,07:00:00,0,1002.8,1003.1,1002.8,0,24.2,22,24.4,24,22.2,22,89,87,88,72,3,1.6,24.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171805,2021-03-20,13:00:00,0,1006.3,1006.3,1005.9,1981,28,22.7,28,26.6,23.4,22.2,81,71,73,73,6.4,3.1,27.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171811,2021-03-20,19:00:00,0,1002.2,1003,1002.2,1954,31.3,20.8,32.9,31,22,19.7,56,48,54,59,5.3,1.8,31.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171817,2021-03-21,01:00:00,0,1006.9,1006.9,1006.2,0,23.4,22.7,23.4,23.1,22.7,22.3,96,95,96,244,6.8,2.3,23.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171823,2021-03-21,07:00:00,0,1003.8,1004.4,1003.8,0,23.5,22.2,23.6,23.5,22.2,22,92,91,92,123,4,1.3,23.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171829,2021-03-21,13:00:00,0,1007.8,1007.8,1006.7,1100,26.8,22.7,26.8,24.9,22.8,22.1,85,77,78,83,4.5,2.5,25.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171835,2021-03-21,19:00:00,0,1003.8,1005,1003.8,1115,27.1,23.4,27.1,24,23.9,22.5,92,80,80,63,4.4,1.7,25.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171841,2021-03-22,01:00:00,0,1006.1,1006.1,1004.6,0,24.4,22.8,24.7,24.4,23,22.7,91,89,91,58,2.5,0.9,24.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171847,2021-03-22,07:00:00,0,1004.7,1005.2,1004.7,0,23.5,21.9,23.7,23.4,22,21.7,91,90,91,53,2.2,0.9,23.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171853,2021-03-22,13:00:00,0,1007.1,1007.1,1006.6,1997,28.4,21.7,28.9,26.7,22.8,21.2,78,66,67,74,4.2,2.2,27.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171859,2021-03-22,19:00:00,0,1000.8,1001.9,1000.8,1331,30,21.3,32.2,29.9,22.6,20.4,61,50,60,62,5.4,1.8,31.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171865,2021-03-23,01:00:00,0,1004.6,1004.6,1003.2,0,27.2,22.6,27.6,27,22.7,22.2,76,73,76,82,2.1,0.9,27.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171871,2021-03-23,07:00:00,0,1003.6,1004.1,1003.6,0,23.9,20.8,25.6,23.9,22.8,20.7,85,79,83,81,8.5,2.8,24.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171877,2021-03-23,13:00:00,0.6,1007,1007,1006.8,498,25,23,25.1,23.4,23.2,22.3,94,89,89,48,6.3,0.8,24.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171883,2021-03-23,19:00:00,0,1002.4,1002.7,1002.1,718,28.2,23.5,29.9,28.2,23.9,22.4,76,64,76,296,3.4,1.1,29.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171889,2021-03-24,01:00:00,0,1006.3,1006.3,1005.2,0,25,23.6,25.2,24.9,23.8,23.5,92,91,92,310,2.4,0.9,25.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171895,2021-03-24,07:00:00,20.4,1006.3,1006.3,1005.6,0,22.7,21.8,23.4,22.5,22.6,21.4,95,94,95,119,4.6,2.4,22.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171901,2021-03-24,13:00:00,0,1009,1009,1008.2,636,25.2,22.1,25.2,23.7,23.2,22.1,94,83,83,337,3.6,0.7,24.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171907,2021-03-24,19:00:00,0,1004.3,1005.4,1004.3,291,26.5,22.7,28.3,26.3,22.9,22,81,71,79,96,5.1,1.6,27.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171913,2021-03-25,01:00:00,0,1005.8,1005.8,1004.2,0,25.8,22.9,25.9,25.6,23,22.7,85,83,84,77,2.3,1.3,25.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171919,2021-03-25,07:00:00,0,1005.4,1005.7,1005.3,0,24.5,22.5,24.6,24.5,22.7,22.5,89,88,89,71,3.5,1.4,24.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171925,2021-03-25,13:00:00,0,1008.6,1008.6,1008,780,26.8,22.1,26.9,25.4,23.2,21.7,83,74,75,42,2.6,0.7,26.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171931,2021-03-25,19:00:00,0,1003.5,1004.9,1003.5,1628,30.9,22.6,30.9,29.6,23,21.2,65,58,62,127,5.4,1.2,30.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171937,2021-03-26,01:00:00,0,1005.9,1005.9,1004.7,0,26.7,23,27.3,26.7,23.1,22.6,80,76,80,69,5,1.4,27,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171943,2021-03-26,07:00:00,0,1004.5,1004.9,1004.5,0,24.9,22.3,25.3,24.9,22.6,22.3,86,84,86,65,3,1.4,25.1,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171949,2021-03-26,13:00:00,0,1006.9,1006.9,1006.4,1985,28.7,21.3,28.8,27,23.6,21,76,64,64,77,5,2.4,27.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171955,2021-03-26,19:00:00,0,1000.9,1002.1,1000.9,3082,33.4,19.8,33.8,32,21.5,18.5,52,41,45,186,5,2,32.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171961,2021-03-27,01:00:00,0,1005.3,1005.4,1004.3,0,26.1,22.5,26.9,26.1,22.5,22,80,75,80,8,4.4,1,26.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171967,2021-03-27,07:00:00,0,1003.6,1004.1,1003.6,0,24.7,23.6,24.7,24.4,23.8,23.5,95,94,94,73,1.9,0.8,24.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171973,2021-03-27,13:00:00,0,1005.9,1005.9,1005.3,2063,29.2,22.8,29.4,27.6,24.2,22.4,78,67,69,77,5.6,3,28.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171979,2021-03-27,19:00:00,0,1000.5,1001.5,1000.5,1613,29.7,21.8,30,28.4,24.3,21.4,77,60,63,69,4.5,2,29.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171985,2021-03-28,01:00:00,0,1003.9,1003.9,1003.2,0,26.5,22.5,26.8,26,22.6,22,80,75,78,52,3.1,1.3,26.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171991,2021-03-28,07:00:00,0,1003,1003.5,1003,0,25.2,23,25.3,24.6,23.4,22.8,92,86,87,102,1.7,0.5,24.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171997,2021-03-28,13:00:00,0,1006.3,1006.3,1006,871,27.6,23.6,27.7,26.2,24.2,23.3,87,79,79,121,4.2,1.5,26.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172003,2021-03-28,19:00:00,6.8,1003.1,1003.1,1002,203,24.5,23.1,29.5,24.5,23.7,22.8,93,67,92,62,5.8,2.4,27,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172009,2021-03-29,01:00:00,0,1003.4,1003.4,1002.1,0,24.6,23.6,24.8,24.5,23.8,23.4,94,94,94,113,1.3,0.5,24.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172015,2021-03-29,07:00:00,0,1003.2,1003.3,1003.2,0,24.8,23.9,25,24.7,24,23.8,95,94,95,329,0.9,0.4,24.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172021,2021-03-29,13:00:00,0,1006.4,1006.5,1005.6,354,26.6,24.6,27.6,26.5,24.9,23.7,89,83,89,206,2.6,0.9,27.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172027,2021-03-29,19:00:00,0.4,1001.9,1003,1001.9,818,27.3,22.4,27.5,26.4,24.2,22.3,86,73,75,43,8.4,1.9,26.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172033,2021-03-30,01:00:00,0,1003.9,1003.9,1002.5,0,26,24.2,26.5,26,24.2,23.8,90,85,90,278,2.6,0.8,26.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172039,2021-03-30,07:00:00,0,1003.3,1003.9,1003.3,0,25.3,23.9,25.3,25.1,23.9,23.6,93,92,92,288,2.2,0.7,25.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172045,2021-03-30,13:00:00,0.4,1006.4,1006.4,1005.5,656,26.1,24.7,26.1,24.5,24.8,23.6,95,92,92,283,2.4,0.9,25.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172051,2021-03-30,19:00:00,0.2,1002.5,1003.7,1002.5,205,24.6,23.6,24.6,24.3,23.7,23.4,95,94,95,285,2.4,0.7,24.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172057,2021-03-31,01:00:00,0,1004.4,1004.4,1002.9,0,24,23.2,24.1,24,23.3,23.1,95,95,95,176,0.8,0.4,24.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172063,2021-03-31,07:00:00,0,1003.1,1003.4,1003,0,24.2,23.4,24.2,24.1,23.4,23.3,95,95,95,47,1,0.3,24.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172069,2021-03-31,13:00:00,0,1006.7,1006.7,1006.1,440,24,22.7,24,22.8,22.9,22.1,96,92,92,191,3,1.1,23.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172075,2021-03-31,19:00:00,0,1001.2,1002.7,1001.2,1126,27,22.5,27.1,25.6,23.3,22.2,84,76,76,262,4.1,1.7,26.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172081,2021-04-01,01:00:00,0,1004,1004,1003,0,25.4,23.5,25.4,24.5,23.8,23.1,92,89,89,208,2.3,1,24.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172087,2021-04-01,07:00:00,0,1002.6,1003,1002.5,0,23.9,23,24.6,23.9,23.5,23,95,94,95,265,1.5,0.3,24.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172093,2021-04-01,13:00:00,0,1005.5,1005.5,1004.5,370,25.4,23.1,25.5,25,23.6,22.7,91,86,87,166,3.4,1.4,25.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172099,2021-04-01,19:00:00,0,1001.4,1002.2,1001.4,1749,29,22.8,29.5,28,23.9,22,75,67,69,105,5.2,1.4,28.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172105,2021-04-02,01:00:00,0,1003.5,1003.5,1002.4,0,26.5,23.4,26.8,26.4,23.5,23.1,83,80,83,87,4.1,2.1,26.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
